,timestamp,altitude,angle,acceleration
210,164,-3.323e-05,0.0,-3.323e-05
211,164,-3.323e-05,0.0,-3.323e-05
212,164,-3.323e-05,0.0,-3.323e-05
213,164,-3.323e-05,0.0,-3.323e-05
214,164,-3.323e-05,0.0,-3.323e-05
215,164,-3.323e-05,0.0,-3.323e-05
216,164,-3.323e-05,0.0,-3.323e-05
217,164,-3.323e-05,0.0,-3.323e-05
218,171,-3.435e-05,0.0,-3.435e-05
219,173,-3.435e-05,0.0,-3.435e-05
220,173,-3.435e-05,0.0,-3.435e-05
221,173,-3.435e-05,0.0,-3.435e-05
222,173,-3.435e-05,0.0,-3.435e-05
223,173,-3.435e-05,0.0,-3.435e-05
224,173,-3.435e-05,0.0,-3.435e-05
225,173,-3.435e-05,0.0,-3.435e-05
226,173,-3.435e-05,0.0,-3.435e-05
227,173,-3.435e-05,0.0,-3.435e-05
228,173,-3.435e-05,0.0,-3.435e-05
229,173,-3.435e-05,0.0,-3.435e-05
230,173,-3.435e-05,0.0,-3.435e-05
231,173,-3.435e-05,0.0,-3.435e-05
232,173,-3.435e-05,0.0,-3.435e-05
233,173,-3.435e-05,0.0,-3.435e-05
234,173,-3.435e-05,0.0,-3.435e-05
235,181,-3.548e-05,0.0,-3.548e-05
236,181,-3.548e-05,0.0,-3.548e-05
237,181,-3.548e-05,0.0,-3.548e-05
238,181,-3.548e-05,0.0,-3.548e-05
239,181,-3.548e-05,0.0,-3.548e-05
240,181,-3.548e-05,0.0,-3.548e-05
241,187,-3.548e-05,0.0,-3.548e-05
242,187,-3.548e-05,0.0,-3.548e-05
243,189,-3.548e-05,0.0,-3.548e-05
244,189,-3.548e-05,0.0,-3.548e-05
245,189,-3.548e-05,0.0,-3.548e-05
246,189,-3.548e-05,0.0,-3.548e-05
247,191,-3.66e-05,0.0,-3.66e-05
248,191,-3.66e-05,0.0,-3.66e-05
249,191,-3.66e-05,0.0,-3.66e-05
250,191,-3.66e-05,0.0,-3.66e-05
251,194,-3.66e-05,0.0,-3.66e-05
252,194,-3.66e-05,0.0,-3.66e-05
253,194,-3.66e-05,0.0,-3.66e-05
254,194,-3.66e-05,0.0,-3.66e-05
255,196,-3.66e-05,0.0,-3.66e-05
256,196,-3.66e-05,0.0,-3.66e-05
257,196,-3.66e-05,0.0,-3.66e-05
258,197,-3.66e-05,0.0,-3.66e-05
259,197,-3.66e-05,0.0,-3.66e-05
260,197,-3.66e-05,0.0,-3.66e-05
261,197,-3.66e-05,0.0,-3.66e-05
262,197,-3.66e-05,0.0,-3.66e-05
263,197,-3.66e-05,0.0,-3.66e-05
264,197,-3.66e-05,0.0,-3.66e-05
265,197,-3.66e-05,0.0,-3.66e-05
266,197,-3.66e-05,0.0,-3.66e-05
267,197,-3.66e-05,0.0,-3.66e-05
268,205,-3.772e-05,0.0,-3.772e-05
269,205,-3.772e-05,0.0,-3.772e-05
270,205,-3.772e-05,0.0,-3.772e-05
271,205,-3.772e-05,0.0,-3.772e-05
272,208,-3.772e-05,0.0,-3.772e-05
273,208,-3.772e-05,0.0,-3.772e-05
274,208,-3.772e-05,0.0,-3.772e-05
275,208,-3.772e-05,0.0,-3.772e-05
276,210,-4.454e-05,0.0,-4.454e-05
277,210,-4.454e-05,0.0,-4.454e-05
278,210,-4.454e-05,0.0,-4.454e-05
279,210,-4.454e-05,0.0,-4.454e-05
280,212,-4.454e-05,0.0,-4.454e-05
281,212,-4.454e-05,0.0,-4.454e-05
282,213,-4.454e-05,0.0,-4.454e-05
283,213,-4.454e-05,0.0,-4.454e-05
284,213,-4.454e-05,0.0,-4.454e-05
285,213,-4.454e-05,0.0,-4.454e-05
286,213,-4.454e-05,0.0,-4.454e-05
287,213,-4.454e-05,0.0,-4.454e-05
288,213,-4.454e-05,0.0,-4.454e-05
289,213,-4.454e-05,0.0,-4.454e-05
290,213,-4.454e-05,0.0,-4.454e-05
291,213,-4.454e-05,0.0,-4.454e-05
292,213,-4.454e-05,0.0,-4.454e-05
293,221,-5.706e-05,0.0,-5.706e-05
294,221,-5.706e-05,0.0,-5.706e-05
295,221,-5.706e-05,0.0,-5.706e-05
296,221,-5.706e-05,0.0,-5.706e-05
297,221,-5.706e-05,0.0,-5.706e-05
298,221,-5.706e-05,0.0,-5.706e-05
299,221,-5.706e-05,0.0,-5.706e-05
300,221,-5.706e-05,0.0,-5.706e-05
301,221,-5.706e-05,0.0,-5.706e-05
302,221,-5.706e-05,0.0,-5.706e-05
303,221,-5.706e-05,0.0,-5.706e-05
304,221,-5.706e-05,0.0,-5.706e-05
305,229,-5.706e-05,0.0,-5.706e-05
306,229,-5.706e-05,0.0,-5.706e-05
307,229,-5.706e-05,0.0,-5.706e-05
308,229,-5.706e-05,0.0,-5.706e-05
309,229,-5.706e-05,0.0,-5.706e-05
310,229,-5.706e-05,0.0,-5.706e-05
311,229,-5.706e-05,0.0,-5.706e-05
312,229,-5.706e-05,0.0,-5.706e-05
313,229,-5.706e-05,0.0,-5.706e-05
314,229,-5.706e-05,0.0,-5.706e-05
315,229,-5.706e-05,0.0,-5.706e-05
316,229,-5.706e-05,0.0,-5.706e-05
317,238,-6.958e-05,0.0,-6.958e-05
318,238,-6.958e-05,0.0,-6.958e-05
319,238,-6.958e-05,0.0,-6.958e-05
320,238,-6.958e-05,0.0,-6.958e-05
321,238,-6.958e-05,0.0,-6.958e-05
322,238,-6.958e-05,0.0,-6.958e-05
323,238,-6.958e-05,0.0,-6.958e-05
324,238,-6.958e-05,0.0,-6.958e-05
325,238,-6.958e-05,0.0,-6.958e-05
326,238,-6.958e-05,0.0,-6.958e-05
327,238,-6.958e-05,0.0,-6.958e-05
328,238,-6.958e-05,0.0,-6.958e-05
329,238,-6.958e-05,0.0,-6.958e-05
330,238,-6.958e-05,0.0,-6.958e-05
331,238,-6.958e-05,0.0,-6.958e-05
332,238,-6.958e-05,0.0,-6.958e-05
333,246,-8.211e-05,0.0,-8.211e-05
334,247,-8.211e-05,0.0,-8.211e-05
335,247,-8.211e-05,0.0,-8.211e-05
336,247,-8.211e-05,0.0,-8.211e-05
337,247,-8.211e-05,0.0,-8.211e-05
338,247,-8.211e-05,0.0,-8.211e-05
339,247,-8.211e-05,0.0,-8.211e-05
340,247,-8.211e-05,0.0,-8.211e-05
341,254,-9.463e-05,0.0,-9.463e-05
342,254,-9.463e-05,0.0,-9.463e-05
343,254,-9.463e-05,0.0,-9.463e-05
344,254,-9.463e-05,0.0,-9.463e-05
345,256,-9.463e-05,0.0,-9.463e-05
346,256,-9.463e-05,0.0,-9.463e-05
347,256,-9.463e-05,0.0,-9.463e-05
348,258,-9.463e-05,0.0,-9.463e-05
349,258,-9.463e-05,0.0,-9.463e-05
350,258,-9.463e-05,0.0,-9.463e-05
351,258,-9.463e-05,0.0,-9.463e-05
352,258,-9.463e-05,0.0,-9.463e-05
353,258,-9.463e-05,0.0,-9.463e-05
354,258,-9.463e-05,0.0,-9.463e-05
355,258,-9.463e-05,0.0,-9.463e-05
356,263,-0.0001072,0.0,-0.0001072
357,263,-0.0001072,0.0,-0.0001072
358,263,-0.0001072,0.0,-0.0001072
359,263,-0.0001072,0.0,-0.0001072
360,263,-0.0001072,0.0,-0.0001072
361,263,-0.0001072,0.0,-0.0001072
362,263,-0.0001072,0.0,-0.0001072
363,263,-0.0001072,0.0,-0.0001072
364,263,-0.0001072,0.0,-0.0001072
365,263,-0.0001072,0.0,-0.0001072
366,263,-0.0001072,0.0,-0.0001072
367,271,-0.0001181,0.0,-0.0001181
368,271,-0.0001181,0.0,-0.0001181
369,271,-0.0001181,0.0,-0.0001181
370,271,-0.0001181,0.0,-0.0001181
371,271,-0.0001181,0.0,-0.0001181
372,271,-0.0001181,0.0,-0.0001181
373,271,-0.0001181,0.0,-0.0001181
374,271,-0.0001181,0.0,-0.0001181
375,271,-0.0001181,0.0,-0.0001181
376,271,-0.0001181,0.0,-0.0001181
377,271,-0.0001181,0.0,-0.0001181
378,279,-0.0001181,0.0,-0.0001181
379,279,-0.0001181,0.0,-0.0001181
380,279,-0.0001181,0.0,-0.0001181
381,279,-0.0001181,0.0,-0.0001181
382,279,-0.0001181,0.0,-0.0001181
383,279,-0.0001181,0.0,-0.0001181
384,279,-0.0001181,0.0,-0.0001181
385,279,-0.0001181,0.0,-0.0001181
386,287,-0.0001076,0.0,-0.0001076
387,287,-0.0001076,0.0,-0.0001076
388,287,-0.0001076,0.0,-0.0001076
389,289,-0.0001076,0.0,-0.0001076
390,289,-0.0001076,0.0,-0.0001076
391,289,-0.0001076,0.0,-0.0001076
392,289,-0.0001076,0.0,-0.0001076
393,291,-9.064e-05,0.0,-9.064e-05
394,291,-9.064e-05,0.0,-9.064e-05
395,291,-9.064e-05,0.0,-9.064e-05
396,291,-9.064e-05,0.0,-9.064e-05
397,293,-9.064e-05,0.0,-9.064e-05
398,293,-9.064e-05,0.0,-9.064e-05
399,293,-9.064e-05,0.0,-9.064e-05
400,295,-9.064e-05,0.0,-9.064e-05
401,295,-9.064e-05,0.0,-9.064e-05
402,295,-9.064e-05,0.0,-9.064e-05
403,295,-9.064e-05,0.0,-9.064e-05
404,298,-9.064e-05,0.0,-9.064e-05
405,298,-9.064e-05,0.0,-9.064e-05
406,298,-9.064e-05,0.0,-9.064e-05
407,298,-9.064e-05,0.0,-9.064e-05
408,298,-9.064e-05,0.0,-9.064e-05
409,303,-7.364e-05,0.0,-7.364e-05
410,303,-7.364e-05,0.0,-7.364e-05
411,303,-7.364e-05,0.0,-7.364e-05
412,303,-7.364e-05,0.0,-7.364e-05
413,303,-7.364e-05,0.0,-7.364e-05
414,303,-7.364e-05,0.0,-7.364e-05
415,303,-7.364e-05,0.0,-7.364e-05
416,303,-7.364e-05,0.0,-7.364e-05
417,303,-7.364e-05,0.0,-7.364e-05
418,303,-7.364e-05,0.0,-7.364e-05
419,303,-7.364e-05,0.0,-7.364e-05
420,303,-7.364e-05,0.0,-7.364e-05
421,312,-5.664e-05,0.0,-5.664e-05
422,313,-5.664e-05,0.0,-5.664e-05
423,313,-5.664e-05,0.0,-5.664e-05
424,313,-5.664e-05,0.0,-5.664e-05
425,313,-5.664e-05,0.0,-5.664e-05
426,313,-5.664e-05,0.0,-5.664e-05
427,317,-5.664e-05,0.0,-5.664e-05
428,317,-5.664e-05,0.0,-5.664e-05
429,319,-5.664e-05,0.0,-5.664e-05
430,320,-3.964e-05,0.0,-3.964e-05
431,321,-3.964e-05,0.0,-3.964e-05
432,321,-3.964e-05,0.0,-3.964e-05
433,323,-3.964e-05,0.0,-3.964e-05
434,323,-3.964e-05,0.0,-3.964e-05
435,326,-3.964e-05,0.0,-3.964e-05
436,326,-3.964e-05,0.0,-3.964e-05
437,328,-3.964e-05,0.0,-3.964e-05
438,328,-3.964e-05,0.0,-3.964e-05
439,330,-2.264e-05,0.0,-2.264e-05
440,330,-2.264e-05,0.0,-2.264e-05
441,330,-2.264e-05,0.0,-2.264e-05
442,330,-2.264e-05,0.0,-2.264e-05
443,330,-2.264e-05,0.0,-2.264e-05
444,333,-2.264e-05,0.0,-2.264e-05
445,333,-2.264e-05,0.0,-2.264e-05
446,333,-2.264e-05,0.0,-2.264e-05
447,333,-2.264e-05,0.0,-2.264e-05
448,335,-2.264e-05,0.0,-2.264e-05
449,335,-2.264e-05,0.0,-2.264e-05
450,336,-2.264e-05,0.0,-2.264e-05
451,338,-2.264e-05,0.0,-2.264e-05
452,338,-2.264e-05,0.0,-2.264e-05
453,338,-2.264e-05,0.0,-2.264e-05
454,338,-2.264e-05,0.0,-2.264e-05
455,338,-2.264e-05,0.0,-2.264e-05
456,338,-2.264e-05,0.0,-2.264e-05
457,338,-2.264e-05,0.0,-2.264e-05
458,338,-2.264e-05,0.0,-2.264e-05
459,338,-2.264e-05,0.0,-2.264e-05
460,344,-4.305e-06,0.0,-4.305e-06
461,345,-4.305e-06,0.0,-4.305e-06
462,345,-4.305e-06,0.0,-4.305e-06
463,345,-4.305e-06,0.0,-4.305e-06
464,345,-4.305e-06,0.0,-4.305e-06
465,347,-4.305e-06,0.0,-4.305e-06
466,347,-4.305e-06,0.0,-4.305e-06
467,347,-4.305e-06,0.0,-4.305e-06
468,347,-4.305e-06,0.0,-4.305e-06
469,347,-4.305e-06,0.0,-4.305e-06
470,347,-4.305e-06,0.0,-4.305e-06
471,347,-4.305e-06,0.0,-4.305e-06
472,347,-4.305e-06,0.0,-4.305e-06
473,353,1.839e-05,0.0,1.839e-05
474,353,1.839e-05,0.0,1.839e-05
475,353,1.839e-05,0.0,1.839e-05
476,353,1.839e-05,0.0,1.839e-05
477,353,1.839e-05,0.0,1.839e-05
478,353,1.839e-05,0.0,1.839e-05
479,353,1.839e-05,0.0,1.839e-05
480,357,1.839e-05,0.0,1.839e-05
481,357,1.839e-05,0.0,1.839e-05
482,357,1.839e-05,0.0,1.839e-05
483,360,9.661e-05,0.0,9.661e-05
484,360,9.661e-05,0.0,9.661e-05
485,360,9.661e-05,0.0,9.661e-05
486,361,9.661e-05,0.0,9.661e-05
487,361,9.661e-05,0.0,9.661e-05
488,361,9.661e-05,0.0,9.661e-05
489,361,9.661e-05,0.0,9.661e-05
490,361,9.661e-05,0.0,9.661e-05
491,361,9.661e-05,0.0,9.661e-05
492,361,9.661e-05,0.0,9.661e-05
493,361,9.661e-05,0.0,9.661e-05
494,361,9.661e-05,0.0,9.661e-05
495,361,9.661e-05,0.0,9.661e-05
496,366,9.661e-05,0.0,9.661e-05
497,366,9.661e-05,0.0,9.661e-05
498,366,9.661e-05,0.0,9.661e-05
499,366,9.661e-05,0.0,9.661e-05
500,370,0.0002807,0.0,0.0002807
501,370,0.0002807,0.0,0.0002807
502,372,0.0002807,0.0,0.0002807
503,372,0.0002807,0.0,0.0002807
504,372,0.0002807,0.0,0.0002807
505,372,0.0002807,0.0,0.0002807
506,372,0.0002807,0.0,0.0002807
507,378,0.0002807,0.0,0.0002807
508,378,0.0002807,0.0,0.0002807
509,378,0.0002807,0.0,0.0002807
510,378,0.0002807,0.0,0.0002807
511,378,0.0002807,0.0,0.0002807
512,378,0.0002807,0.0,0.0002807
513,378,0.0002807,0.0,0.0002807
514,378,0.0002807,0.0,0.0002807
515,378,0.0002807,0.0,0.0002807
516,378,0.0002807,0.0,0.0002807
517,378,0.0002807,0.0,0.0002807
518,378,0.0002807,0.0,0.0002807
519,378,0.0002807,0.0,0.0002807
520,386,0.0006168,0.0,0.0006168
521,387,0.0006168,0.0,0.0006168
522,387,0.0006168,0.0,0.0006168
523,387,0.0006168,0.0,0.0006168
524,389,0.0006168,0.0,0.0006168
525,389,0.0006168,0.0,0.0006168
526,389,0.0006168,0.0,0.0006168
527,391,0.001,0.0,0.001
528,391,0.001,0.0,0.001
529,391,0.001,0.0,0.001
530,393,0.001,0.0,0.001
531,394,0.001,0.0,0.001
532,394,0.001,0.0,0.001
533,396,0.001,0.0,0.001
534,396,0.001,0.0,0.001
535,396,0.001,0.0,0.001
536,396,0.001,0.0,0.001
537,396,0.001,0.0,0.001
538,396,0.001,0.0,0.001
539,396,0.001,0.0,0.001
540,396,0.001,0.0,0.001
541,396,0.001,0.0,0.001
542,396,0.001,0.0,0.001
543,396,0.001,0.0,0.001
544,403,0.002,0.0,0.002
545,403,0.002,0.0,0.002
546,405,0.002,0.0,0.002
547,405,0.002,0.0,0.002
548,405,0.002,0.0,0.002
549,405,0.002,0.0,0.002
550,407,0.002,0.0,0.002
551,407,0.002,0.0,0.002
552,407,0.002,0.0,0.002
553,407,0.002,0.0,0.002
554,409,0.002,0.0,0.002
555,409,0.002,0.0,0.002
556,409,0.002,0.0,0.002
557,411,0.003,0.0,0.003
558,411,0.003,0.0,0.003
559,411,0.003,0.0,0.003
560,411,0.003,0.0,0.003
561,411,0.003,0.0,0.003
562,411,0.003,0.0,0.003
563,411,0.003,0.0,0.003
564,411,0.003,0.0,0.003
565,419,0.003,0.0,0.003
566,419,0.003,0.0,0.003
567,419,0.003,0.0,0.003
568,419,0.003,0.0,0.003
569,419,0.003,0.0,0.003
570,419,0.003,0.0,0.003
571,419,0.003,0.0,0.003
572,419,0.003,0.0,0.003
573,419,0.003,0.0,0.003
574,419,0.003,0.0,0.003
575,427,0.005,0.0,0.005
576,427,0.005,0.0,0.005
577,427,0.005,0.0,0.005
578,427,0.005,0.0,0.005
579,427,0.005,0.0,0.005
580,427,0.005,0.0,0.005
581,427,0.005,0.0,0.005
582,427,0.005,0.0,0.005
583,427,0.005,0.0,0.005
584,427,0.005,0.0,0.005
585,427,0.005,0.0,0.005
586,427,0.005,0.0,0.005
587,427,0.005,0.0,0.005
588,427,0.005,0.0,0.005
589,427,0.005,0.0,0.005
590,427,0.005,0.0,0.005
591,436,0.007,0.0,0.007
592,436,0.007,0.0,0.007
593,438,0.007,0.0,0.007
594,438,0.007,0.0,0.007
595,440,0.01,0.0,0.01
596,440,0.01,0.0,0.01
597,440,0.01,0.0,0.01
598,440,0.01,0.0,0.01
599,444,0.01,0.0,0.01
600,444,0.01,0.0,0.01
601,444,0.01,0.0,0.01
602,444,0.01,0.0,0.01
603,444,0.01,0.0,0.01
604,444,0.01,0.0,0.01
605,444,0.01,0.0,0.01
606,453,0.014,0.0,0.014
607,453,0.014,0.0,0.014
608,453,0.014,0.0,0.014
609,453,0.014,0.0,0.014
610,453,0.014,0.0,0.014
611,477,0.026,0.0,0.026
612,477,0.026,0.0,0.026
613,477,0.026,0.0,0.026
614,477,0.026,0.0,0.026
615,477,0.026,0.0,0.026
616,477,0.026,0.0,0.026
617,477,0.026,0.0,0.026
618,477,0.026,0.0,0.026
619,477,0.026,0.0,0.026
620,485,0.035,0.0,0.035
621,485,0.035,0.0,0.035
622,485,0.035,0.0,0.035
623,485,0.035,0.0,0.035
624,488,0.035,0.0,0.035
625,488,0.035,0.0,0.035
626,488,0.035,0.0,0.035
627,488,0.035,0.0,0.035
628,488,0.035,0.0,0.035
629,488,0.035,0.0,0.035
630,488,0.035,0.0,0.035
631,488,0.035,0.0,0.035
632,488,0.035,0.0,0.035
633,488,0.035,0.0,0.035
634,493,0.048,0.0,0.048
635,493,0.048,0.0,0.048
636,493,0.048,0.0,0.048
637,493,0.048,0.0,0.048
638,493,0.048,0.0,0.048
639,493,0.048,0.0,0.048
640,493,0.048,0.0,0.048
641,493,0.048,0.0,0.048
642,493,0.048,0.0,0.048
643,493,0.048,0.0,0.048
644,493,0.048,0.0,0.048
645,493,0.048,0.0,0.048
646,493,0.048,0.0,0.048
647,493,0.048,0.0,0.048
648,493,0.048,0.0,0.048
649,493,0.048,0.0,0.048
650,502,0.066,0.0,0.066
651,502,0.066,0.0,0.066
652,502,0.066,0.0,0.066
653,502,0.066,0.0,0.066
654,502,0.066,0.0,0.066
655,502,0.066,0.0,0.066
656,502,0.066,0.0,0.066
657,502,0.066,0.0,0.066
658,502,0.066,0.0,0.066
659,502,0.066,0.0,0.066
660,502,0.066,0.0,0.066
661,502,0.066,0.0,0.066
662,510,0.092,0.0,0.092
663,510,0.092,0.0,0.092
664,510,0.092,0.0,0.092
